UniProtID,all_members_community,subclass
A0A2G2UZ10,Community1,CC-NLR
A0A2P5A9J6,Community1,CC-NLR
A0A2P5CCI3,Community1,CC-NLR
A0A2P5EXF1,Community1,CC-NLR
A0A2P6Q262,Community1,CC-NLR
A0A067L0V4,Community1,CC-NLR
A0A2P6QQI3,Community1,CC-NLR
W9QX96,Community1,CC-NLR
A0A2P6QQI8,Community1,CC-NLR
A0A314Y9N5,Community1,CC-NLR
A0A498IRD6,Community1,CC-NLR
A0A4U5QKK2,Community1,CC-NLR
A0A4S8IPA6,Community1,CC-NLR
A0A6J1EXA6,Community1,CC-NLR
A0A5N5FI31,Community1,CC-NLR
A0A6N2K201,Community1,CC-NLR
A0A6P4ATU4,Community1,CC-NLR
A0A7J6G8B3,Community1,CC-NLR
A0A7J9KUV0,Community1,CC-NLR
B9HCU2,Community1,CC-NLR
V4T6S1,Community1,CC-NLR
W9QMC5,Community1,CC-NLR
A0A2P5CGS9,Community1,CC-NLR
A0A438FNG3,Community1,CC-NLR
A0A6P4B2D1,Community1,CC-NLR
A0A5J5SBW5,Community1,CC-NLR
A0A7J8X256,Community1,CC-NLR
A0A0D2PL91,Community1,CC-NLR
A0A2P5W8G6,Community1,CC-NLR
A0A7J9N7N4,Community1,CC-NLR
C7J5U7,Community1,CC-NLR
C7J9A8,Community1,CC-NLR
A0A0E0BM32,Community1,CC-NLR
A0A2T7CR28,Community1,CC-NLR
C7J8A1,Community1,CC-NLR
A0A068VLU2,Community1,CC-NLR
A0A022QEJ5,Community1,CC-NLR
A0A7N2R3H7,Community1,CC-NLR
A0A068VHF5,Community1,CC-NLR
A0A5A7TMK8,Community1,CC-NLR
A0A6P6WXJ6,Community1,CC-NLR
A0A6P6UFE5,Community1,CC-NLR
A0A6P6VHQ3,Community1,CC-NLR
A0A068VM88,Community1,CC-NLR
A0A068VNN3,Community1,CC-NLR
A0A6P6V080,Community1,CC-NLR
A0A078I2Q0,Community1,CC-NLR
A0A0D3GH28,Community1,CC-NLR
A0A3B6FIY7,Community1,CC-NLR
A0A0D3GZV3,Community1,CC-NLR
A0A0D3GZV4,Community1,CC-NLR
I1QWQ9,Community1,CC-NLR
A0A0D3HJY1,Community1,CC-NLR
A0A0D3HSU7,Community1,CC-NLR
A0A0E0MKY7,Community1,CC-NLR
I1R555,Community1,CC-NLR
A0A0E0J8F5,Community1,CC-NLR
A0A0D9UW27,Community1,CC-NLR
A0A077RUM8,Community1,CC-NLR
A0A0E0BJ15,Community1,CC-NLR
A0A1E5UPS5,Community1,CC-NLR
A0A3B6SQP7,Community1,CC-NLR
K7TH97,Community1,CC-NLR
A0A2G9IB29,Community1,CC-NLR
A0A835FD32,Community1,CC-NLR
A0A0E0DNF2,Community1,CC-NLR
A0A811N3W5,Community1,CC-NLR
A0A0E0LZL6,Community1,CC-NLR
A0A368S4B0,Community1,CC-NLR
A0A3B6JEE2,Community1,CC-NLR
A0A3B6IK54,Community1,CC-NLR
A0A3B6NJW4,Community1,CC-NLR
A0A3B6SUL5,Community1,CC-NLR
A0A0E0RCB8,Community1,CC-NLR
A0A0E0J5I9,Community1,CC-NLR
A0A0E0R8C8,Community1,CC-NLR
A0A0U2QI75,Community1,CC-NLR
A0A0U2RTU1,Community1,CC-NLR
A0A3B6PG26,Community1,CC-NLR
A0A6P6TWN2,Community1,CC-NLR
A0A453Q6U2,Community1,CC-NLR
A0A453Q791,Community1,CC-NLR
A0A453Q7I5,Community1,CC-NLR
A0A453TE61,Community1,CC-NLR
A0A811N6Q6,Community1,CC-NLR
A0A811Q8U7,Community1,CC-NLR
A0A811QI08,Community1,CC-NLR
B9GAN4,Community1,CC-NLR
A0A0E0HI97,Community1,CC-NLR
J3NAF9,Community1,CC-NLR
M8B854,Community1,CC-NLR
N1QU75,Community1,CC-NLR
A0A0D9V6E1,Community1,CC-NLR
A0A3B6B8R1,Community1,CC-NLR
A0A0D9XVF6,Community1,CC-NLR
A0A6G1C927,Community1,CC-NLR
A0A0D9XVF0,Community1,CC-NLR
A0A0D9XVE9,Community1,CC-NLR
A0A0E0MLD0,Community1,CC-NLR
A0A0E0MLD1,Community1,CC-NLR
Q53KR6,Community1,CC-NLR
A0A6P5FGM4,Community1,CC-NLR
A0A0D9XVF3,Community1,CC-NLR
A0A0E0BM94,Community1,CC-NLR
A0A0E0RC27,Community1,CC-NLR
A0A0U2RTI9,Community1,CC-NLR
A0A1E5WBC9,Community1,CC-NLR
A0A2S3HF66,Community1,CC-NLR
A0A2S3HFN8,Community1,CC-NLR
A0A368Q0I0,Community1,CC-NLR
A0A679BCC6,Community1,CC-NLR
A0A679BED7,Community1,CC-NLR
A0A6G1F4V1,Community1,CC-NLR
A0A835ABU4,Community1,CC-NLR
A0A835BR42,Community1,CC-NLR
A0A835EF62,Community1,CC-NLR
B8BIG5,Community1,CC-NLR
I1INB7,Community1,CC-NLR
I1PWM8,Community1,CC-NLR
J3NA99,Community1,CC-NLR
K3ZQC4,Community1,CC-NLR
A0A4U6VXA6,Community1,CC-NLR
Q2QZJ3,Community1,CC-NLR
A0A0D9Y4L5,Community1,CC-NLR
A0A0D9YA51,Community1,CC-NLR
A0A0D9VC99,Community1,CC-NLR
A0A0D9XCD4,Community1,CC-NLR
A0A0D9XR02,Community1,CC-NLR
A0A5C7IKN0,Community1,CC-NLR
A0A0D9Y9T2,Community1,CC-NLR
A0A1U8JSD6,Community1,CC-NLR
A0A0D2NDD9,Community1,CC-NLR
A0A0D9Y0J7,Community1,CC-NLR
A0A1S4B643,Community1,CC-NLR
A0A3L6F8B5,Community1,CC-NLR
A0A2T8KGP0,Community1,CC-NLR
A0A5A7VPY9,Community1,CC-NLR
A0A5D2XEJ1,Community1,CC-NLR
A0A2K1X7L2,Community1,CC-NLR
A0A2G5EWC6,Community1,CC-NLR
A0A3B5Y1J1,Community1,CC-NLR
A0A6I9T4Y9,Community1,CC-NLR
A0A6P3ZS59,Community1,CC-NLR
M1A8W7,Community1,CC-NLR
A0A5J5TWJ0,Community1,CC-NLR
A0A5N6PH61,Community1,CC-NLR
A0A6A2YRD6,Community1,CC-NLR
A0A5D2SZZ6,Community1,CC-NLR
A0A0D2R510,Community1,CC-NLR
A0A0D2TQP4,Community1,CC-NLR
A0A3B6HY55,Community1,CC-NLR
A0A5D2AW05,Community1,CC-NLR
A0A5D2IX99,Community1,CC-NLR
A0A5J5PJZ9,Community1,CC-NLR
A0A6A3AI20,Community1,CC-NLR
A0A6A6M1W2,Community1,CC-NLR
A0A6J1CTJ8,Community1,CC-NLR
A0A7N2L588,Community1,CC-NLR
A0A835JLT0,Community1,CC-NLR
A2Y618,Community1,CC-NLR
C9DID7,Community1,CC-NLR
A0A368S7S3,Community1,CC-NLR
A0A3L6Q740,Community1,CC-NLR
A0A426ZH93,Community1,CC-NLR
A0A6J0PEU7,Community1,CC-NLR
A0A7I8KN17,Community1,CC-NLR
A0A833VGT4,Community1,CC-NLR
A0A843WBV9,Community1,CC-NLR
B8BKH3,Community1,CC-NLR
Q8GS26,Community1,CC-NLR
A0A0D9Z064,Community1,CC-NLR
B9F484,Community1,CC-NLR
A0A835BLP9,Community1,CC-NLR
A0A0D9V1M0,Community1,CC-NLR
A0A0E0IQZ8,Community1,CC-NLR
A0A0P0XRH1,Community1,CC-NLR
A0A1D5UXC8,Community1,CC-NLR
A0A287EGN3,Community1,CC-NLR
A0A2T7DX08,Community1,CC-NLR
A0A2T8JCG7,Community1,CC-NLR
A0A3B5ZMK8,Community1,CC-NLR
A0A3B6LQJ5,Community1,CC-NLR
A0A3B6RBF6,Community1,CC-NLR
A0A3B6TC54,Community1,CC-NLR
A0A453HT10,Community1,CC-NLR
A0A6I9SHG2,Community1,CC-NLR
J3NAG7,Community1,CC-NLR
M7ZMC8,Community1,CC-NLR
M8B4M2,Community1,CC-NLR
Q9AYH9,Community1,CC-NLR
A0A0D3GY41,Community1,CC-NLR
A0A0D9X6G1,Community1,CC-NLR
A2YT51,Community1,CC-NLR
A0A0D3H845,Community1,CC-NLR
A0A0E0B4F6,Community1,CC-NLR
A0A0E0ILB2,Community1,CC-NLR
A0A0E0QSU0,Community1,CC-NLR
J3MYI1,Community1,CC-NLR
Q69QS7,Community1,CC-NLR
A0A0D3HJI4,Community1,CC-NLR
A0A0D9WWC5,Community1,CC-NLR
A0A0E0LI00,Community1,CC-NLR
A0A3L6Q2S5,Community1,CC-NLR
A0A0D9XVQ8,Community1,CC-NLR
A0A3B6I4A0,Community1,CC-NLR
A0A3B6TWW6,Community1,CC-NLR
J3N203,Community1,CC-NLR
A0A0E0BQA4,Community1,CC-NLR
R7W8H8,Community1,CC-NLR
A0A0E0MN01,Community1,CC-NLR
A0A0E0MXC6,Community1,CC-NLR
A0A0D3HKB9,Community1,CC-NLR
A0A0D9Y9U9,Community1,CC-NLR
A0A0E0G6P9,Community1,CC-NLR
A0A0E0MXQ6,Community1,CC-NLR
A0A103XDQ0,Community1,CC-NLR
Q7G732,Community1,CC-NLR
A0A0E0QNV6,Community1,CC-NLR
A0A0D3H4F6,Community1,CC-NLR
A0A0D9WWC4,Community1,CC-NLR
A2Y0Z0,Community1,CC-NLR
A0A0E0QW24,Community1,CC-NLR
A0A0E0RC02,Community1,CC-NLR
A0A0P0XDX7,Community1,CC-NLR
A0A0S3S6S0,Community1,CC-NLR
A0A1D1ZFV8,Community1,CC-NLR
A0A1D1YKL0,Community1,CC-NLR
A0A3L6QUK5,Community1,CC-NLR
A0A3B6I210,Community1,CC-NLR
A0A0E0BH09,Community1,CC-NLR
A0A0E0IZW9,Community1,CC-NLR
A0A0E0IZX1,Community1,CC-NLR
A0A3B6R7J1,Community1,CC-NLR
A0A3B6R7K0,Community1,CC-NLR
A3C9X7,Community1,CC-NLR
N1R2Z2,Community1,CC-NLR
Q9ST23,Community1,CC-NLR
A0A3B6KQX9,Community1,CC-NLR
A0A0E0G6P8,Community1,CC-NLR
A0A3B6PKJ7,Community1,CC-NLR
A0A3B6R7I8,Community1,CC-NLR
A0A3B6R7Z8,Community1,CC-NLR
A0A3B6RBB8,Community1,CC-NLR
A0A3B6TBZ1,Community1,CC-NLR
A0A453QG47,Community1,CC-NLR
A0A453QGD0,Community1,CC-NLR
A0A7H4LP47,Community1,CC-NLR
M8CC26,Community1,CC-NLR
A0A3B6R7J5,Community1,CC-NLR
A0A2P5FLF7,Community1,CC-NLR
A0A3B6TIS5,Community1,CC-NLR
A0A453LY09,Community1,CC-NLR
A0A3B6TIS9,Community1,CC-NLR
A0A453QG74,Community1,CC-NLR
A0A3B6U367,Community1,CC-NLR
A0A3G4YJX8,Community1,CC-NLR
A0A2K2DHG1,Community1,CC-NLR
A0A3B6R7Y8,Community1,CC-NLR
A0A453QWB5,Community1,CC-NLR
A0A3L6P9C9,Community1,CC-NLR
A0A3L6RRQ5,Community1,CC-NLR
A0A453A8N7,Community1,CC-NLR
A0A3B6RBC8,Community1,CC-NLR
M0Z699,Community1,CC-NLR
A0A453AG77,Community1,CC-NLR
A0A199UPQ2,Community1,CC-NLR
A0A453CR17,Community1,CC-NLR
A0A453QFU2,Community1,CC-NLR
A0A453QFV7,Community1,CC-NLR
A0A453QG06,Community1,CC-NLR
A0A453QG42,Community1,CC-NLR
A0A5N5GK29,Community1,CC-NLR
A0A6I9QS63,Community1,CC-NLR
A0A6N2C8B3,Community1,CC-NLR
A0A7H4LB00,Community1,CC-NLR
A0A3B6APX2,Community1,CC-NLR
A0A3B6BY27,Community1,CC-NLR
A0A3B6U9G4,Community1,CC-NLR
A0A453AD46,Community1,CC-NLR
I1II95,Community1,CC-NLR
A0A7H4LLU2,Community1,CC-NLR
A0A3B6B4X5,Community1,CC-NLR
A0A3B6DII3,Community1,CC-NLR
A0A804KIU2,Community1,CC-NLR
A0A811Q6G3,Community1,CC-NLR
V4U1E5,Community1,CC-NLR
B9FZY0,Community1,CC-NLR
A0A3B6JHI1,Community1,CC-NLR
M7ZNI3,Community1,CC-NLR
A0A061F0K1,Community1,CC-NLR
A0A453D1S6,Community1,CC-NLR
A0A7H4LNF2,Community1,CC-NLR
K3ZQI7,Community1,CC-NLR
M7ZA50,Community1,CC-NLR
M8AUV3,Community1,CC-NLR
J3MRZ0,Community1,CC-NLR
M8BKV1,Community1,CC-NLR
A0A0E0HU77,Community1,CC-NLR
A0A3B5YQC5,Community1,CC-NLR
A0A452XKJ8,Community1,CC-NLR
M8CC19,Community1,CC-NLR
Q2R2J7,Community1,CC-NLR
A0A0D3EPM5,Community1,CC-NLR
Q8W2U9,Community1,CC-NLR
A0A1E5UIK6,Community1,CC-NLR
A0A0D9ZJN6,Community1,CC-NLR
A0A0D3HUM3,Community1,CC-NLR
A0A0D9ZJN3,Community1,CC-NLR
A0A0E0DD59,Community1,CC-NLR
A0A0D9ZJN4,Community1,CC-NLR
A0A0E0BSW6,Community1,CC-NLR
A0A0E0IJ51,Community1,CC-NLR
A0A0E0MMJ1,Community1,CC-NLR
A0A0E0P809,Community1,CC-NLR
A0A0E0P810,Community1,CC-NLR
A0A0E0QQF9,Community1,CC-NLR
A0A2S3GNC1,Community1,CC-NLR
B8ASZ7,Community1,CC-NLR
B9G374,Community1,CC-NLR
I1R6H2,Community1,CC-NLR
Q7XMJ5,Community1,CC-NLR
A0A0D9ZN39,Community1,CC-NLR
A0A0E0AI16,Community1,CC-NLR
A0A0E0J2W5,Community1,CC-NLR
A0A0E0Q6J6,Community1,CC-NLR
A0A0U2QMD7,Community1,CC-NLR
A0A2S3GX42,Community1,CC-NLR
A0A0E0Q6J9,Community1,CC-NLR
A0A2T7EN27,Community1,CC-NLR
A0A2T7EN34,Community1,CC-NLR
A0A6I9QC91,Community1,CC-NLR
A0A2T7EN31,Community1,CC-NLR
A0A3L6PSN6,Community1,CC-NLR
A0A835BNM4,Community1,CC-NLR
A0A2T7EN36,Community1,CC-NLR
A0A3L6QAE1,Community1,CC-NLR
A0A427ABF4,Community1,CC-NLR
A0A804Q7G8,Community1,CC-NLR
A0A1D6HX39,Community1,CC-NLR
A0A2T7CXA5,Community1,CC-NLR
A0A3L6T6S4,Community1,CC-NLR
A0A811QHI1,Community1,CC-NLR
A0A833QA43,Community1,CC-NLR
A0A835EG20,Community1,CC-NLR
A0A0Q3GBW3,Community1,CC-NLR
A0A0D9XYY9,Community1,CC-NLR
A0A0D9YBE5,Community1,CC-NLR
A0A0E0MGR0,Community1,CC-NLR
A0A0E0NCW6,Community1,CC-NLR
A0A3B6SQL8,Community1,CC-NLR
A0A3L6G5R3,Community1,CC-NLR
A0A452XMI0,Community1,CC-NLR
M8AWG3,Community1,CC-NLR
R7VYU5,Community1,CC-NLR
A0A077S826,Community1,CC-NLR
A0A2K2DH17,Community1,CC-NLR
A0A3B6H5B8,Community1,CC-NLR
A0A0Q3IQX7,Community1,CC-NLR
A0A0D3HUC5,Community1,CC-NLR
A0A0E0FG85,Community1,CC-NLR
A0A3B6EBN1,Community1,CC-NLR
A0A3B6EEB2,Community1,CC-NLR
A0A453DZ73,Community1,CC-NLR
A0A7G2IJQ4,Community1,CC-NLR
M0X4A3,Community1,CC-NLR
A0A0Q3S622,Community1,CC-NLR
A0A3B6PTC9,Community1,CC-NLR
A0A453Q732,Community1,CC-NLR
A0A453Q7C5,Community1,CC-NLR
Q0J7R0,Community1,CC-NLR
A0A0S3SKM6,Community1,CC-NLR
A0A835K631,Community1,CC-NLR
A0A835C2B7,Community1,CC-NLR
A0A0U2S1N5,Community1,CC-NLR
A0A453CQ53,Community1,CC-NLR
A0A6G1CAX2,Community1,CC-NLR
A0A7N0UXS9,Community1,CC-NLR
A0A5B6WEK3,Community1,CC-NLR
A0A5B6Z9X8,Community1,CC-NLR
A0A068VJR0,Community1,CC-NLR
A0A4S4EN17,Community1,CC-NLR
A0A6P4BQS9,Community1,CC-NLR
A0A5B6ZKS7,Community1,CC-NLR
A0A2Z7BPI5,Community1,CC-NLR
A0A438K0X5,Community1,CC-NLR
A0A7N2LLI8,Community1,CC-NLR
A0A830CD25,Community1,CC-NLR
A0A6I9UCU0,Community1,CC-NLR
M7ZYM6,Community1,CC-NLR
A0A0A8XPM9,Community1,CC-NLR
A0A1S3TGT6,Community1,CC-NLR
A0A1S3TFW6,Community1,CC-NLR
A0A0S3S943,Community1,CC-NLR
V7AJB9,Community1,CC-NLR
A0A0S3S930,Community1,CC-NLR
A0A1S3TFV9,Community1,CC-NLR
A0A811QYR4,Community1,CC-NLR
V7ALG6,Community1,CC-NLR
V7AN96,Community1,CC-NLR
A0A3B5YS06,Community1,CC-NLR
A0A7U1BD98,Community1,CC-NLR
A0A3B6I0L8,Community1,CC-NLR
A0A3B6LS09,Community1,CC-NLR
A0A453MSQ3,Community1,CC-NLR
A0A453MSQ8,Community1,CC-NLR
A0A453MSW3,Community1,CC-NLR
A0A811S2G8,Community1,CC-NLR
A0A811SSS6,Community1,CC-NLR
A0A2T7F4Z1,Community1,CC-NLR
A0A811SBB8,Community1,CC-NLR
Q2QQL8,Community1,CC-NLR
A0A453T1K3,Community1,CC-NLR
A0A3B6TRK5,Community1,CC-NLR
I1QND4,Community1,CC-NLR
W9RCT0,Community1,CC-NLR
A0A072UTH1,Community1,CC-NLR
A0A0B2QY94,Community1,CC-NLR
I1MH59,Community1,CC-NLR
A0A6A2YAE9,Community1,CC-NLR
A0A251MX57,Community1,CC-NLR
A0A2N9GQA3,Community1,CC-NLR
A0A6P6X9Z2,Community1,CC-NLR
A0A6P6XDN4,Community1,CC-NLR
A0A7J8QYF5,Community1,CC-NLR
I1N4M6,Community1,CC-NLR
A0A6P6A343,Community1,CC-NLR
A0A6P6SLF8,Community1,CC-NLR
K3ZH86,Community1,CC-NLR
A0A0D3EY27,Community1,CC-NLR
A0A0E0B0G9,Community1,CC-NLR
A0A068VID1,Community1,CC-NLR
A0A0P0XC04,Community1,CC-NLR
A2YRB3,Community1,CC-NLR
A0A0L9URG8,Community1,CC-NLR
A0A0R0F5G1,Community1,CC-NLR
A0A0Q3GLX4,Community1,CC-NLR
A0A3B6LNV4,Community1,CC-NLR
A0A4S4EXW4,Community1,CC-NLR
A0A7J8XGQ9,Community1,CC-NLR
A0A7J9C0K0,Community1,CC-NLR
A0A072UT37,Community1,CC-NLR
A0A0D2QUP2,Community1,CC-NLR
A0A2G3A7A5,Community1,CC-NLR
A0A2P5WUF3,Community1,CC-NLR
A0A4S4E8T9,Community1,CC-NLR
A0A5B6WKS9,Community1,CC-NLR
A0A1S3VSM4,Community1,CC-NLR
A0A1U7ZCJ8,Community1,CC-NLR
A0A2P5AL88,Community1,CC-NLR
A0A2P5C7D8,Community1,CC-NLR
A0A2P6SEF2,Community1,CC-NLR
A0A396IRD3,Community1,CC-NLR
A0A3B6RPM4,Community1,CC-NLR
A0A175YF75,Community1,CC-NLR
A0A175YQM8,Community1,CC-NLR
A0A3S3MXT2,Community1,CC-NLR
A0A3S3PV18,Community1,CC-NLR
A0A443N627,Community1,CC-NLR
A0A443N640,Community1,CC-NLR
A0A3S3Q0B4,Community1,CC-NLR
A0A3S3QF52,Community1,CC-NLR
A0A443Q1W2,Community1,CC-NLR
A0A5C7IPB8,Community1,CC-NLR
A0A834Y950,Community1,CC-NLR
A0A1B6PQC0,Community1,CC-NLR
A0A811QEY5,Community1,CC-NLR
A0A443Q3W7,Community1,CC-NLR
A0A087GVU8,Community1,CC-NLR
A0A4D6LQ91,Community1,CC-NLR
A0A4D6M4Q9,Community1,CC-NLR
A0A2S3IFY8,Community1,CC-NLR
A0A5J5ABU4,Community1,CC-NLR
A0A5J5AI27,Community1,CC-NLR
A0A1U8EN86,Community1,CC-NLR
A0A5K1GXB4,Community1,CC-NLR
A0A654FER9,Community1,CC-NLR
A0A6A3CX67,Community1,CC-NLR
A0A061G786,Community1,CC-NLR
A0A6J1AIY1,Community1,CC-NLR
A0A438D5B7,Community1,CC-NLR
A0A6M2ELR5,Community1,CC-NLR
A0A4U5NRZ5,Community1,CC-NLR
A0A6P6X9Y8,Community1,CC-NLR
A0A6P6X3G7,Community1,CC-NLR
A0A7I8LD26,Community1,CC-NLR
A0A7I8JKY0,Community1,CC-NLR
A0A7N2N0C2,Community1,CC-NLR
A0A833VJ16,Community1,CC-NLR
A0A843VWA0,Community1,CC-NLR
K7MVB6,Community1,CC-NLR
A0A843XKD8,Community1,CC-NLR
A0A4U5QP58,Community1,CC-NLR
A0A0D2TQS2,Community1,CC-NLR
A0A1J3I5K7,Community1,CC-NLR
A0A2K2B7D6,Community1,CC-NLR
A0A314Y9X6,Community1,CC-NLR
A0A4V6D614,Community1,CC-NLR
C5XB77,Community1,CC-NLR
A0A0D9VD74,Community1,CC-NLR
K3ZQI5,Community1,CC-NLR
J3KUE1,Community1,CC-NLR
A0A7N2LGV9,Community1,CC-NLR
F6I000,Community1,CC-NLR
A0A072V485,Community1,CC-NLR
A0A804UIQ7,Community1,CC-NLR
A5AI84,Community1,CC-NLR
J3KZ69,Community1,CC-NLR
J3L9L7,Community1,CC-NLR
K3XV41,Community1,CC-NLR
A0A2P5CXN5,Community1,CC-NLR
M1BW62,Community1,CC-NLR
Q6XWA4,Community1,CC-NLR
W9QZ34,Community1,CC-NLR
A0A3N7G534,Community1,CC-NLR
A0A6A6L784,Community1,CC-NLR
A0A068UNL0,Community1,CC-NLR
A0A068UXP3,Community1,CC-NLR
A0A438HFH6,Community1,CC-NLR
A0A5C7GQK3,Community1,CC-NLR
A0A6A6M5V1,Community1,CC-NLR
K3Y3K0,Community1,CC-NLR
K3Y529,Community1,CC-NLR
K3YG52,Community1,CC-NLR
A0A368RHB9,Community1,CC-NLR
A0A834LQQ3,Community1,CC-NLR
A0A2G2WTF4,Community1,CC-NLR
A0A1U7YE87,Community1,CC-NLR
A0A2G9G6V5,Community1,CC-NLR
A0A2G9G6V6,Community1,CC-NLR
A0A5B6ZJN3,Community1,CC-NLR
A0A5J4ZYP6,Community1,CC-NLR
A0A5J5AGY3,Community1,CC-NLR
A0A2G9GSJ1,Community1,CC-NLR
A0A2G2W2E5,Community1,CC-NLR
A0A7J0FCJ5,Community1,CC-NLR
A0A5J5A0R5,Community1,CC-NLR
F6HH23,Community1,CC-NLR
A0A7N2RE20,Community1,CC-NLR
A0A834GWU5,Community1,CC-NLR
A0A834H782,Community1,CC-NLR
A0A2R6QXG2,Community1,CC-NLR
A0A2G2Z1Y4,Community1,CC-NLR
A0A2R6Q4W8,Community1,CC-NLR
Q9FJK8,Community1,CC-NLR
Q8W4J9,Community1,CC-NLR
A0A5D2WLQ6,Community1,CC-NLR
A0A2C9WIB6,Community1,CC-NLR
A0A7J7GPT2,Community1,CC-NLR
A0A7J9FF34,Community1,CC-NLR
I1QLC5,Community1,CC-NLR
A0A843UB14,Community1,CC-NLR
A0A1D1YP98,Community1,CC-NLR
A0A811MNB8,Community1,CC-NLR
A0A843W008,Community1,CC-NLR
A0A843VYZ0,Community1,CC-NLR
A0A843W1I7,Community1,CC-NLR
A0A368SRK7,Community1,CC-NLR
A0A804LJH7,Community1,CC-NLR
A0A804LJH8,Community1,CC-NLR
A0A843WGA0,Community1,CC-NLR
A0A843XCA1,Community1,CC-NLR
A0A843XCG6,Community1,CC-NLR
A0A843VFM1,Community1,CC-NLR
A0A7N2LJU6,Community1,CC-NLR
A0A218W1N4,Community1,CC-NLR
A0A059AHI6,Community1,CC-NLR
A0A2N9H6T5,Community1,CC-NLR
A0A059BSF5,Community1,CC-NLR
A0A7N2LKY0,Community1,CC-NLR
A0A2G2VPZ3,Community1,CC-NLR
A0A1J6I975,Community1,CC-NLR
A0A1S4DKN2,Community1,CC-NLR
A0A2G2YBR0,Community1,CC-NLR
A0A2G2YZJ1,Community1,CC-NLR
A0A1U7VCD6,Community1,CC-NLR
A0A6P6UT49,Community1,CC-NLR
A0A2G2V450,Community1,CC-NLR
A0A2G2X2W6,Community1,CC-NLR
A0A5K0UYN2,Community1,CC-NLR
A0A200QG84,Community1,CC-NLR
A0A061DYE7,Community1,CC-NLR
A0A200R7W2,Community1,CC-NLR
A0A200R7Y8,Community1,CC-NLR
A0A2I0XAC0,Community1,CC-NLR
A0A4Y7ILI6,Community1,CC-NLR
A0A7N0UME4,Community1,CC-NLR
V7AD82,Community1,CC-NLR
A0A5K0V003,Community1,CC-NLR
A0A7N2L6F6,Community1,CC-NLR
A0A7N2L5V1,Community1,CC-NLR
A0A7N2L7B2,Community1,CC-NLR
A0A7J7HNX9,Community1,CC-NLR
A0A834LDI7,Community1,CC-NLR
Q2R7H9,Community1,CC-NLR
A0A0D9XQX9,Community1,CC-NLR
A0A4U6U0H1,Community1,CC-NLR
A0A0E0R6S4,Community1,CC-NLR
I1IM23,Community1,CC-NLR
M8C7E2,Community1,CC-NLR
Q53LZ6,Community1,CC-NLR
A0A1Z5R0F0,Community1,CC-NLR
A0A1B6P670,Community1,CC-NLR
A0A6A6N4C1,Community1,CC-NLR
A0A1Z5R0F4,Community1,CC-NLR
A0A835EZZ2,Community1,CC-NLR
A0A1Z5RH55,Community1,CC-NLR
A0A0D3GY35,Community1,CC-NLR
A0A0E0BQ96,Community1,CC-NLR
A0A0E0HU82,Community1,CC-NLR
A0A0Q3PDH5,Community1,CC-NLR
J3NA66,Community1,CC-NLR
A0A0E0BN94,Community1,CC-NLR
A0A0E0EJM6,Community1,CC-NLR
A0A1B6PQS4,Community1,CC-NLR
A0A3L6PC77,Community1,CC-NLR
A0A835FR48,Community1,CC-NLR
A0A2T7DTS0,Community1,CC-NLR
F6HHZ2,Community1,CC-NLR
A0A438CEW7,Community1,CC-NLR
Q8H6V1,Community1,CC-NLR
Q8H6V4,Community1,CC-NLR
A0A2G2YCD4,Community1,CC-NLR
A0A1J6IF10,Community1,CC-NLR
A0A3Q7EK40,Community1,CC-NLR
A0A5J6DCA3,Community1,CC-NLR
A0A6N2BIQ8,Community1,CC-NLR
M1CGI1,Community1,CC-NLR
M1CGI2,Community1,CC-NLR
A0A2G9GPV7,Community1,CC-NLR
A0A2P5CQM3,Community1,CC-NLR
A0A3B6FWI3,Community1,CC-NLR
A0A3B6FZX9,Community1,CC-NLR
A0A5J5AHZ0,Community1,CC-NLR
A0A2G2VXX8,Community1,CC-NLR
A0A1R3I339,Community1,CC-NLR
W1NW05,Community1,CC-NLR
A0A7J7GF13,Community1,CC-NLR
A0A7J7GF25,Community1,CC-NLR
A0A7J7GIX4,Community1,CC-NLR
A0A4S4D8R8,Community1,CC-NLR
A0A6P6T224,Community1,CC-NLR
A0A068US89,Community1,CC-NLR
A0A068URW6,Community1,CC-NLR
A0A068VF17,Community1,CC-NLR
A0A1J6IGV2,Community1,CC-NLR
A0A2G2W2M5,Community1,CC-NLR
A0A6P6S4R4,Community1,CC-NLR
A0A068UTG4,Community1,CC-NLR
A0A6P6SA24,Community1,CC-NLR
A0A6P6VVC5,Community1,CC-NLR
A0A6P6WZ62,Community1,CC-NLR
A0A6P6X2A0,Community1,CC-NLR
M1BKT0,Community1,CC-NLR
N1QRQ6,Community1,CC-NLR
A0A0E0BKR6,Community1,CC-NLR
M8BT77,Community1,CC-NLR
M8CG65,Community1,CC-NLR
N1QYU7,Community1,CC-NLR
A0A7N2M2V1,Community1,CC-NLR
A0A0E0AYE4,Community1,CC-NLR
A0A1E5W663,Community1,CC-NLR
A0A1U8M924,Community1,CC-NLR
A0A0B0NS29,Community1,CC-NLR
A0A5D2WW46,Community1,CC-NLR
A0A0E0BGM6,Community1,CC-NLR
A0A1U8NBJ1,Community1,CC-NLR
A0A5D2AAH3,Community1,CC-NLR
A0A7J9JK46,Community1,CC-NLR
C0KRT6,Community1,CC-NLR
A0A3B6U6T4,Community1,CC-NLR
A0A6J1A742,Community1,CC-NLR
B8B1V6,Community1,CC-NLR
A0A2U1KCJ6,Community1,CC-NLR
